DELIVERY_START,load_forecast,coal_power_available,gas_power_available,nuclear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price,hour,day_of_week,day_of_month,month,is_weekend,is_peak_hour
2022-01-02 12:00:00+00:00,52377.0,3386.0,11487.0,45326.0,10222.0,3107.0,503.786632006284,33.2565782966321,,12,6,2,1,1,1
2022-01-02 13:00:00+00:00,49488.0,3386.0,11487.0,45326.0,10331.0,2609.0,468.26240129930136,27.841756386636455,,13,6,2,1,1,1
2022-01-02 14:00:00+00:00,47969.0,3386.0,11487.0,45326.0,10328.0,1656.0,337.11371073905343,19.10497317454281,,14,6,2,1,1,1
2022-01-02 15:00:00+00:00,47677.0,3386.0,11487.0,45326.0,10622.0,661.0,290.38937598083714,12.441864811996624,,15,6,2,1,1,1
2022-01-02 16:00:00+00:00,51240.0,3386.0,11487.0,45943.0,11091.0,96.0,264.62132273202093,5.468234386123853,,16,6,2,1,1,1
2022-01-02 17:00:00+00:00,55291.0,3386.0,11487.0,47773.0,11565.0,0.0,234.30104092337675,0.0,,17,6,2,1,1,1
2022-01-02 18:00:00+00:00,56516.0,3386.0,11487.0,47773.0,11836.0,0.0,199.34827742994295,0.0,,18,6,2,1,1,1
2022-01-02 19:00:00+00:00,54750.0,3386.0,11487.0,47773.0,11916.0,0.0,180.70810234731576,0.0,,19,6,2,1,1,0
2022-01-02 20:00:00+00:00,52825.0,3386.0,11487.0,47773.0,11897.0,0.0,160.84795887115362,0.0,,20,6,2,1,1,0
2022-01-02 21:00:00+00:00,53047.0,3386.0,11487.0,47773.0,11733.0,0.0,165.65376973848717,0.0,,21,6,2,1,1,0
2022-01-02 22:00:00+00:00,54006.0,3386.0,11487.0,47773.0,11422.0,0.0,208.52038650285832,0.0,,22,6,2,1,1,0
2022-01-02 23:00:00+00:00,52467.0,3386.0,11487.0,47773.0,11056.0,0.0,58.53028376530413,0.0,,23,6,2,1,1,0
2022-01-03 00:00:00+00:00,50199.0,3386.0,11487.0,47773.0,10671.0,0.0,53.752671312247536,0.0,,0,0,3,1,0,0
2022-01-03 01:00:00+00:00,49071.0,3386.0,11487.0,47773.0,10254.0,0.0,31.98575050384327,0.0,,1,0,3,1,0,0
2022-01-03 02:00:00+00:00,47199.0,3386.0,11487.0,47773.0,9878.0,0.0,38.57189196387946,0.0,,2,0,3,1,0,0
2022-01-03 03:00:00+00:00,46785.0,3386.0,11487.0,47773.0,9593.0,0.0,59.31947954588612,0.0,,3,0,3,1,0,0
2022-01-03 04:00:00+00:00,49435.0,3386.0,11487.0,47773.0,9319.0,0.0,102.37870233994258,0.0,,4,0,3,1,0,0
2022-01-03 05:00:00+00:00,54844.0,3386.0,11487.0,47773.0,9041.0,0.0,148.67749235182234,0.0,,5,0,3,1,0,0
2022-01-03 06:00:00+00:00,60014.0,3386.0,11487.0,47773.0,8773.0,0.0,180.0261418925209,0.0,,6,0,3,1,0,0
2022-01-03 07:00:00+00:00,62576.0,3386.0,11487.0,47773.0,8537.0,138.0,152.80843661478107,2.2491828581535347,,7,0,3,1,0,1
2022-01-03 08:00:00+00:00,63406.0,3386.0,11487.0,47773.0,8457.0,699.0,114.7381360720188,4.335972047277435,,8,0,3,1,0,1
2022-01-03 09:00:00+00:00,63526.0,3386.0,11487.0,47773.0,8652.0,1650.0,80.74815605252145,11.261595331557867,,9,0,3,1,0,1
2022-01-03 10:00:00+00:00,63663.0,3386.0,11487.0,47773.0,8945.0,2593.0,68.1753793751174,24.42549027478029,,10,0,3,1,0,1
2022-01-03 11:00:00+00:00,63844.0,3386.0,11487.0,47773.0,8958.0,3083.0,91.08367194024288,33.29723535600141,,11,0,3,1,0,1
2022-01-03 12:00:00+00:00,62428.0,3386.0,11487.0,47773.0,8667.0,3121.0,112.19060578383474,25.48926468886615,,12,0,3,1,0,1
2022-01-03 13:00:00+00:00,60522.0,3386.0,11487.0,47773.0,8191.0,2592.0,87.89486069132661,23.65748233832679,,13,0,3,1,0,1
2022-01-03 14:00:00+00:00,59603.0,3386.0,11487.0,47773.0,7981.0,1519.0,142.3272776675432,57.096096939408035,,14,0,3,1,0,1
2022-01-03 15:00:00+00:00,59171.0,3386.0,11487.0,47773.0,7681.0,580.0,234.50716136220404,25.039191502744515,,15,0,3,1,0,1
2022-01-03 16:00:00+00:00,62061.0,3386.0,11487.0,47773.0,7494.0,80.0,156.17788748629687,8.188794124066694,,16,0,3,1,0,1
2022-01-03 17:00:00+00:00,65364.0,3386.0,11487.0,47773.0,7290.0,0.0,191.05307789048663,0.0,,17,0,3,1,0,1
2022-01-03 18:00:00+00:00,65425.0,3386.0,11487.0,47773.0,7162.0,0.0,306.73785923115895,0.0,,18,0,3,1,0,1
2022-01-03 19:00:00+00:00,61584.0,3386.0,11487.0,47773.0,7256.0,0.0,325.54228628356395,0.0,,19,0,3,1,0,0
2022-01-03 20:00:00+00:00,57651.0,3386.0,11487.0,47773.0,7393.0,0.0,364.9799592236826,0.0,,20,0,3,1,0,0
2022-01-03 21:00:00+00:00,57288.0,3386.0,11487.0,47773.0,7440.0,0.0,507.2378132654818,0.0,,21,0,3,1,0,0
2022-01-03 22:00:00+00:00,57491.0,3386.0,11487.0,47773.0,7444.0,0.0,638.7898100538014,0.0,,22,0,3,1,0,0
2022-01-03 23:00:00+00:00,55572.0,3386.0,11487.0,46163.0,7427.0,0.0,211.8337691484389,0.0,,23,0,3,1,0,0
2022-01-04 00:00:00+00:00,53411.0,3386.0,11487.0,46163.0,7431.0,0.0,178.59653474304062,0.0,,0,1,4,1,0,0
2022-01-04 01:00:00+00:00,51981.0,3386.0,11487.0,46163.0,7434.0,0.0,184.25107195438483,0.0,,1,1,4,1,0,0
2022-01-04 02:00:00+00:00,49879.0,3386.0,11487.0,46163.0,7540.0,0.0,167.70606288805357,0.0,,2,1,4,1,0,0
2022-01-04 03:00:00+00:00,49203.0,3386.0,11487.0,46163.0,7630.0,0.0,145.19763407568485,0.0,,3,1,4,1,0,0
2022-01-04 04:00:00+00:00,51351.0,3386.0,11487.0,46163.0,7626.0,0.0,214.72879992292545,0.0,,4,1,4,1,0,0
2022-01-04 05:00:00+00:00,56704.0,3386.0,11487.0,46163.0,7485.0,0.0,304.63946868774735,0.0,,5,1,4,1,0,0
2022-01-04 06:00:00+00:00,62306.0,3386.0,11487.0,46163.0,7268.0,0.0,441.1901202681474,0.0,,6,1,4,1,0,0
2022-01-04 07:00:00+00:00,65033.0,3386.0,11487.0,46163.0,6869.0,143.0,447.80188269344137,2.662373995913718,,7,1,4,1,0,1
2022-01-04 08:00:00+00:00,65942.0,3386.0,11487.0,46163.0,6257.0,665.0,330.4908065326698,7.219255298077738,,8,1,4,1,0,1
2022-01-04 09:00:00+00:00,65788.0,3386.0,11487.0,46163.0,5813.0,1502.0,235.76753395104973,14.38329186825187,,9,1,4,1,0,1
2022-01-04 10:00:00+00:00,66127.0,3386.0,11487.0,46163.0,5642.0,2265.0,94.44902141927528,21.633987421756142,,10,1,4,1,0,1
2022-01-04 11:00:00+00:00,66580.0,3386.0,11487.0,46163.0,5734.0,2588.0,60.750453883562095,30.95706493324347,,11,1,4,1,0,1
2022-01-04 12:00:00+00:00,65183.0,3386.0,11487.0,46163.0,6058.0,2478.0,86.17365428488252,30.54627904342357,,12,1,4,1,0,1
2022-01-04 13:00:00+00:00,63295.0,3386.0,11487.0,46163.0,6255.0,1998.0,123.52814502929736,21.369454713942677,,13,1,4,1,0,1
2022-01-04 14:00:00+00:00,61798.0,3386.0,11487.0,46163.0,5619.0,1264.0,509.6981228831317,31.09504120115611,,14,1,4,1,0,1
2022-01-04 15:00:00+00:00,61859.0,3386.0,11487.0,46163.0,5905.0,473.0,600.5147273923649,12.474609132789398,,15,1,4,1,0,1
2022-01-04 16:00:00+00:00,64292.0,3386.0,11487.0,46163.0,6478.0,60.0,480.5437081704275,1.887931596823812,,16,1,4,1,0,1
2022-01-04 17:00:00+00:00,67689.0,3386.0,11487.0,46163.0,7458.0,0.0,215.87730720181293,0.0,,17,1,4,1,0,1
2022-01-04 18:00:00+00:00,67869.0,3386.0,11487.0,46163.0,8329.0,0.0,398.7778746085481,0.0,,18,1,4,1,0,1
2022-01-04 19:00:00+00:00,64161.0,3386.0,11487.0,46163.0,8772.0,0.0,478.7815592862839,0.0,,19,1,4,1,0,0
2022-01-04 20:00:00+00:00,60580.0,3386.0,11487.0,46163.0,9197.0,0.0,600.8188627884057,0.0,,20,1,4,1,0,0
2022-01-04 21:00:00+00:00,61076.0,3386.0,11487.0,46163.0,9479.0,0.0,805.2184859303925,0.0,,21,1,4,1,0,0
2022-01-04 22:00:00+00:00,61749.0,3386.0,11487.0,46163.0,9273.0,0.0,818.6641537521091,0.0,,22,1,4,1,0,0
2022-01-04 23:00:00+00:00,59369.0,2806.0,11487.0,46548.0,8704.0,0.0,328.55236175039914,0.0,,23,1,4,1,0,0
2022-01-05 00:00:00+00:00,57662.0,2806.0,11487.0,46548.0,8068.0,0.0,328.41550305528915,0.0,,0,2,5,1,0,0
2022-01-05 01:00:00+00:00,56785.0,2806.0,11487.0,46548.0,7609.0,0.0,266.5954883559823,0.0,,1,2,5,1,0,0
2022-01-05 02:00:00+00:00,55252.0,2806.0,11487.0,47248.0,7308.0,0.0,173.70861758568392,0.0,,2,2,5,1,0,0
2022-01-05 03:00:00+00:00,55253.0,2806.0,11487.0,47248.0,7032.0,0.0,108.92701955086766,0.0,,3,2,5,1,0,0
2022-01-05 04:00:00+00:00,58037.0,2806.0,11487.0,47248.0,6884.0,0.0,149.04539379586626,0.0,,4,2,5,1,0,0
2022-01-05 05:00:00+00:00,63846.0,2806.0,11487.0,47248.0,6653.0,0.0,111.81461153597547,0.0,,5,2,5,1,0,0
2022-01-05 06:00:00+00:00,69542.0,2806.0,11487.0,47248.0,6396.0,0.0,39.28122587041231,0.0,,6,2,5,1,0,0
2022-01-05 07:00:00+00:00,72493.0,2806.0,11487.0,47248.0,6253.0,218.0,62.30457683122163,4.022810775558279,,7,2,5,1,0,1
2022-01-05 08:00:00+00:00,73286.0,2806.0,11487.0,47248.0,6145.0,1067.0,78.32323672936845,7.047921864945805,,8,2,5,1,0,1
2022-01-05 09:00:00+00:00,73045.0,2806.0,11487.0,47248.0,5871.0,2391.0,83.59504981122498,6.063121135891776,,9,2,5,1,0,1
2022-01-05 10:00:00+00:00,73046.0,2806.0,11487.0,47248.0,5836.0,3638.0,73.39297930841019,12.280490931405732,,10,2,5,1,0,1
2022-01-05 11:00:00+00:00,73502.0,2806.0,11487.0,47248.0,6472.0,4264.0,93.51973682849275,17.435595774162923,,11,2,5,1,0,1
2022-01-05 12:00:00+00:00,72324.0,2806.0,11487.0,47248.0,6973.0,4207.0,129.1137494386934,26.09084180596269,,12,2,5,1,0,1
2022-01-05 13:00:00+00:00,70609.0,2806.0,11487.0,47248.0,6737.0,3498.0,151.6940855413794,35.35076336641432,,13,2,5,1,0,1
2022-01-05 14:00:00+00:00,69301.0,2806.0,11487.0,47248.0,5386.0,2266.0,241.772151227646,29.949839016977347,,14,2,5,1,0,1
2022-01-05 15:00:00+00:00,68649.0,2806.0,11487.0,47248.0,4626.0,974.0,118.57297154002669,19.352371578550425,,15,2,5,1,0,1
2022-01-05 16:00:00+00:00,72438.0,2806.0,11487.0,47248.0,4362.0,151.0,90.39161298195212,12.42689735122077,,16,2,5,1,0,1
2022-01-05 17:00:00+00:00,76514.0,2806.0,11487.0,47248.0,4313.0,0.0,103.27972947780373,0.0,,17,2,5,1,0,1
2022-01-05 18:00:00+00:00,77006.0,2806.0,11487.0,47248.0,4341.0,0.0,114.39227804931105,0.0,,18,2,5,1,0,1
2022-01-05 19:00:00+00:00,73364.0,2806.0,11487.0,47248.0,4402.0,0.0,106.6802494853292,0.0,,19,2,5,1,0,0
2022-01-05 20:00:00+00:00,69634.0,2806.0,11487.0,47248.0,4301.0,0.0,97.9053993755745,0.0,,20,2,5,1,0,0
2022-01-05 21:00:00+00:00,69673.0,2806.0,11487.0,47248.0,4105.0,0.0,97.87325022315208,0.0,,21,2,5,1,0,0
2022-01-05 22:00:00+00:00,70105.0,2806.0,11487.0,47248.0,3963.0,0.0,83.21686763405296,0.0,,22,2,5,1,0,0
2022-01-05 23:00:00+00:00,68658.0,2806.0,11487.0,48508.0,3837.0,0.0,49.08006663785671,0.0,,23,2,5,1,0,0
2022-01-06 00:00:00+00:00,66526.0,2806.0,11487.0,48508.0,3611.0,0.0,40.1691277417051,0.0,,0,3,6,1,0,0
2022-01-06 01:00:00+00:00,65479.0,2806.0,11487.0,48508.0,3308.0,0.0,21.19601948079091,0.0,,1,3,6,1,0,0
2022-01-06 02:00:00+00:00,63592.0,2806.0,11487.0,48508.0,3002.0,0.0,17.36507275061022,0.0,,2,3,6,1,0,0
2022-01-06 03:00:00+00:00,63105.0,2806.0,11487.0,48508.0,2722.0,0.0,29.371855275977055,0.0,,3,3,6,1,0,0
2022-01-06 04:00:00+00:00,65725.0,2806.0,11487.0,48508.0,2461.0,0.0,70.68028448145267,0.0,,4,3,6,1,0,0
2022-01-06 05:00:00+00:00,71528.0,2806.0,11487.0,48508.0,2248.0,0.0,72.92419288889485,0.0,,5,3,6,1,0,0
2022-01-06 06:00:00+00:00,77109.0,3386.0,11487.0,48508.0,2098.0,0.0,43.09531160524227,0.0,,6,3,6,1,0,0
2022-01-06 07:00:00+00:00,79871.0,3386.0,11487.0,48508.0,1999.0,220.0,34.32885940772412,2.6568446566202866,,7,3,6,1,0,1
2022-01-06 08:00:00+00:00,80257.0,3386.0,11487.0,48508.0,1926.0,1089.0,35.42537955110548,12.78274981412282,,8,3,6,1,0,1
2022-01-06 09:00:00+00:00,79874.0,3386.0,11487.0,48508.0,1954.0,2449.0,23.09797263547783,24.808086916781445,,9,3,6,1,0,1
2022-01-06 10:00:00+00:00,79397.0,3386.0,11487.0,48508.0,2043.0,3643.0,15.47346453045228,40.11083500710655,,10,3,6,1,0,1
2022-01-06 11:00:00+00:00,79291.0,3386.0,11487.0,48508.0,2150.0,4258.0,16.06166629534451,70.72250845815897,,11,3,6,1,0,1
2022-01-06 12:00:00+00:00,77760.0,3386.0,11487.0,48508.0,2446.0,4240.0,32.48936477571402,81.39301892307284,,12,3,6,1,0,1
2022-01-06 13:00:00+00:00,75586.0,3386.0,11487.0,48508.0,2811.0,3584.0,37.93152585376406,67.80954200500214,,13,3,6,1,0,1
2022-01-06 14:00:00+00:00,72801.0,3386.0,11487.0,48508.0,2765.0,2391.0,154.17846801677604,41.80328080084486,,14,3,6,1,0,1
2022-01-06 15:00:00+00:00,72372.0,3386.0,11487.0,48508.0,3060.0,968.0,163.4290365877495,34.73048155736332,,15,3,6,1,0,1
2022-01-06 16:00:00+00:00,75594.0,3386.0,11487.0,48508.0,3688.0,144.0,158.82847641602223,15.516580993063055,,16,3,6,1,0,1
2022-01-06 17:00:00+00:00,79148.0,3386.0,11487.0,48508.0,4614.0,0.0,162.0334180699421,0.0,,17,3,6,1,0,1
2022-01-06 18:00:00+00:00,79221.0,3386.0,11487.0,48508.0,5393.0,0.0,231.4950769129238,0.0,,18,3,6,1,0,1
2022-01-06 19:00:00+00:00,75018.0,3386.0,11487.0,48508.0,5908.0,0.0,279.2281012714915,0.0,,19,3,6,1,0,0
2022-01-06 20:00:00+00:00,71019.0,3386.0,11487.0,48508.0,6361.0,0.0,282.58751559163704,0.0,,20,3,6,1,0,0
2022-01-06 21:00:00+00:00,70917.0,3386.0,11487.0,48508.0,6840.0,0.0,254.72440133391456,0.0,,21,3,6,1,0,0
2022-01-06 22:00:00+00:00,71287.0,3386.0,11487.0,48508.0,7352.0,0.0,201.32823038313995,0.0,,22,3,6,1,0,0
2022-01-06 23:00:00+00:00,69292.0,3386.0,11487.0,47728.0,7726.0,0.0,71.25616588387692,0.0,,23,3,6,1,0,0
2022-01-07 00:00:00+00:00,67425.0,3386.0,11487.0,47728.0,7861.0,0.0,78.07981503781869,0.0,,0,4,7,1,0,0
2022-01-07 01:00:00+00:00,66287.0,3386.0,11487.0,47728.0,7886.0,0.0,77.64408911928493,0.0,,1,4,7,1,0,0
2022-01-07 02:00:00+00:00,64076.0,3386.0,11487.0,47728.0,7950.0,0.0,79.38548705875382,0.0,,2,4,7,1,0,0
2022-01-07 03:00:00+00:00,63364.0,3386.0,11487.0,47728.0,8002.0,0.0,65.80256168404819,0.0,,3,4,7,1,0,0
2022-01-07 04:00:00+00:00,65596.0,3386.0,11487.0,47728.0,7906.0,0.0,61.14380884011993,0.0,,4,4,7,1,0,0
2022-01-07 05:00:00+00:00,70900.0,3386.0,11487.0,47728.0,7845.0,0.0,81.4024136078069,0.0,,5,4,7,1,0,0
2022-01-07 06:00:00+00:00,76273.0,3386.0,11487.0,47728.0,7932.0,0.0,113.63523802175722,0.0,,6,4,7,1,0,0
2022-01-07 07:00:00+00:00,78710.0,3386.0,11487.0,47728.0,8069.0,155.0,112.5681347776548,3.374742788552755,,7,4,7,1,0,1
2022-01-07 08:00:00+00:00,79068.0,3386.0,11487.0,47728.0,8132.0,765.0,83.05760265910173,6.185847224297836,,8,4,7,1,0,1
2022-01-07 09:00:00+00:00,79169.0,3386.0,11487.0,47728.0,8059.0,1712.0,83.84799895110469,13.266499161421596,,9,4,7,1,0,1
2022-01-07 10:00:00+00:00,78583.0,3386.0,11487.0,47728.0,8171.0,2559.0,100.9302645426705,12.04403684523638,,10,4,7,1,0,1
2022-01-07 11:00:00+00:00,78749.0,3386.0,11487.0,47728.0,8877.0,3033.0,97.44327996561589,11.75679472569892,,11,4,7,1,0,1
2022-01-07 12:00:00+00:00,76817.0,3386.0,11487.0,47728.0,9756.0,3155.0,126.54782867033462,26.753351753852197,,12,4,7,1,0,1
2022-01-07 13:00:00+00:00,74349.0,3386.0,11487.0,47728.0,10017.0,2777.0,207.3893200368791,44.6413814882166,,13,4,7,1,0,1
2022-01-07 14:00:00+00:00,72292.0,3386.0,11487.0,47728.0,9546.0,1698.0,404.2397096490437,61.87536756344267,,14,4,7,1,0,1
2022-01-07 15:00:00+00:00,71678.0,3386.0,11487.0,47728.0,9232.0,678.0,672.3827206404642,59.66922048272356,,15,4,7,1,0,1
2022-01-07 16:00:00+00:00,74261.0,3386.0,11487.0,47728.0,9025.0,102.0,1003.0428277425224,19.72107083605337,,16,4,7,1,0,1
2022-01-07 17:00:00+00:00,77699.0,3386.0,11487.0,47728.0,8858.0,0.0,1350.1377880888317,0.0,,17,4,7,1,0,1
2022-01-07 18:00:00+00:00,77948.0,3386.0,11487.0,47728.0,8613.0,0.0,1618.926936398559,0.0,,18,4,7,1,0,1
2022-01-07 19:00:00+00:00,74096.0,3386.0,11487.0,47728.0,8250.0,0.0,1667.6881429282555,0.0,,19,4,7,1,0,0
2022-01-07 20:00:00+00:00,70405.0,3386.0,11487.0,47728.0,7779.0,0.0,1564.3363449079616,0.0,,20,4,7,1,0,0
2022-01-07 21:00:00+00:00,70430.0,3386.0,11487.0,47728.0,7536.0,0.0,1320.3916181939458,0.0,,21,4,7,1,0,0
2022-01-07 22:00:00+00:00,70991.0,3386.0,11487.0,47728.0,7382.0,0.0,1047.554993063403,0.0,,22,4,7,1,0,0
2022-01-07 23:00:00+00:00,68227.0,3386.0,11102.0,48632.0,7058.0,0.0,139.01332987290408,0.0,,23,4,7,1,0,0
2022-01-08 00:00:00+00:00,65825.0,3386.0,11102.0,48632.0,6480.0,0.0,146.52934748098292,0.0,,0,5,8,1,0,0
2022-01-08 01:00:00+00:00,64344.0,3386.0,11102.0,48632.0,5852.0,0.0,125.5947029606133,0.0,,1,5,8,1,0,0
2022-01-08 02:00:00+00:00,61665.0,3386.0,11102.0,48757.0,5360.0,0.0,100.39054456425885,0.0,,2,5,8,1,0,0
2022-01-08 03:00:00+00:00,60490.0,3386.0,11102.0,48757.0,5089.0,0.0,54.56135240690579,0.0,,3,5,8,1,0,0
2022-01-08 04:00:00+00:00,61232.0,3386.0,11102.0,48757.0,5023.0,0.0,28.04041201342024,0.0,,4,5,8,1,0,0
2022-01-08 05:00:00+00:00,63206.0,3386.0,11102.0,48757.0,5200.0,0.0,116.87896650149456,0.0,,5,5,8,1,0,0
2022-01-08 06:00:00+00:00,65597.0,3386.0,11102.0,48757.0,5798.0,0.0,253.28274133628528,0.0,,6,5,8,1,0,0
2022-01-08 07:00:00+00:00,67699.0,3386.0,11102.0,48757.0,6576.0,130.0,275.32835417802323,1.1274936053323483,,7,5,8,1,0,1
2022-01-08 08:00:00+00:00,69173.0,3386.0,11102.0,48757.0,7491.0,613.0,232.0584499280446,9.972019678610136,,8,5,8,1,0,1
2022-01-08 09:00:00+00:00,70310.0,3386.0,11102.0,48757.0,8695.0,1373.0,222.83189977100605,28.293743967746984,,9,5,8,1,0,1
2022-01-08 10:00:00+00:00,70948.0,3386.0,11102.0,49073.0,10084.0,2046.0,173.83054629014228,33.20091344518671,,10,5,8,1,0,1
2022-01-08 11:00:00+00:00,71810.0,3386.0,11102.0,49073.0,11372.0,2302.0,117.53041603266088,10.01306336285241,,11,5,8,1,0,1
2022-01-08 12:00:00+00:00,69773.0,3386.0,11102.0,49073.0,12285.0,2218.0,76.23589551324116,12.146168604325744,,12,5,8,1,0,1
2022-01-08 13:00:00+00:00,67226.0,3386.0,11102.0,49073.0,12807.0,1755.0,40.34139443022705,7.125394152611194,,13,5,8,1,0,1
2022-01-08 14:00:00+00:00,64104.0,3386.0,11102.0,49073.0,13320.0,1089.0,125.82062061295196,24.715700941220955,,14,5,8,1,0,1
2022-01-08 15:00:00+00:00,63524.0,3386.0,11102.0,49073.0,13545.0,397.0,120.59372631027212,20.06837518434623,,15,5,8,1,0,1
2022-01-08 16:00:00+00:00,65703.0,3386.0,11102.0,49073.0,13760.0,69.0,121.56215994362184,8.042101517973814,,16,5,8,1,0,1
2022-01-08 17:00:00+00:00,68663.0,3386.0,11102.0,49073.0,13778.0,0.0,123.4606807147096,0.0,,17,5,8,1,0,1
2022-01-08 18:00:00+00:00,68750.0,3386.0,11102.0,49073.0,13696.0,0.0,144.4751063304906,0.0,,18,5,8,1,0,1
2022-01-08 19:00:00+00:00,66074.0,3386.0,11102.0,49073.0,13582.0,0.0,182.76235545491485,0.0,,19,5,8,1,0,0
2022-01-08 20:00:00+00:00,63812.0,3386.0,11102.0,49073.0,13539.0,0.0,187.06135781422387,0.0,,20,5,8,1,0,0
